scale,timestamp,add_ms,update_ms,delete_ms,add_cpu,update_cpu,delete_cpu,add_mem,update_mem,delete_mem
100,1764308244556,0.0000,32.0000,57.0000,249.80,245.30,245.30,60.41,63.48,88.02
100,1764308244695,0.0000,33.0000,66.0000,240.70,260.40,258.50,84.42,83.58,83.73
100,1764308244838,0.0000,1.0000,15.0000,265.30,265.30,265.30,83.91,82.89,82.02
100,1764308244897,0.0000,2.0000,20.0000,265.30,265.30,259.40,82.06,80.27,79.33
100,1764308244963,0.0000,9.0000,30.0000,238.00,238.00,237.90,80.36,79.39,77.56
100,1764308245047,0.0000,12.0000,39.0000,237.90,237.80,229.50,77.77,78.80,77.84
100,1764308245142,0.0000,35.0000,69.0000,229.50,229.50,241.60,77.94,78.06,76.03
100,1764308245290,0.0000,18.0000,43.0000,241.60,252.90,268.70,72.69,64.16,63.17
100,1764308245398,0.0000,1.0000,17.0000,268.70,268.70,269.60,61.39,61.48,61.55
100,1764308245461,0.0000,24.0000,60.0000,267.30,267.30,262.10,59.73,60.78,59.20
100,1764308245589,0.0000,28.0000,65.0000,254.80,254.80,266.20,60.45,57.83,56.98
100,1764308245728,0.0000,11.0000,31.0000,266.20,266.20,266.20,58.00,62.22,62.30
100,1764308245816,0.0000,24.0000,52.0000,266.20,272.60,272.60,66.38,62.23,60.73
100,1764308245942,0.0000,19.0000,51.0000,272.60,241.40,241.40,61.78,60.06,57.00
100,1764308246060,0.0000,21.0000,47.0000,241.40,231.50,231.50,57.05,57.23,56.48
100,1764308246174,0.0000,8.0000,28.0000,231.50,228.80,244.10,67.59,64.84,64.41
100,1764308246260,0.0000,10.0000,35.0000,244.10,244.10,238.40,61.91,60.97,59.47
100,1764308246350,0.0000,14.0000,36.0000,238.40,238.40,238.40,58.64,58.77,57.16
100,1764308246446,0.0000,12.0000,39.0000,237.90,232.80,232.80,61.55,60.75,73.59
100,1764308246543,0.0000,10.0000,30.0000,232.80,232.80,251.60,76.28,74.56,74.63
100,1764308246629,0.0000,7.0000,29.0000,251.60,251.60,251.60,74.69,74.75,73.80
100,1764308246708,0.0000,13.0000,35.0000,227.40,227.40,227.40,73.98,74.02,72.38
100,1764308246800,0.0000,30.0000,74.0000,227.40,224.90,224.90,71.42,71.55,68.48
100,1764308246949,0.0000,2.0000,17.0000,224.90,231.40,231.40,68.53,68.56,69.64
100,1764308247011,0.0000,6.0000,24.0000,231.40,231.40,231.40,68.70,68.80,68.83
100,1764308247087,0.0000,28.0000,64.0000,238.10,238.10,240.70,67.92,68.14,67.19
100,1764308247225,0.0000,12.0000,33.0000,240.70,240.70,240.70,68.28,67.36,68.50
100,1764308247315,0.0000,17.0000,42.0000,240.70,254.60,254.60,67.75,67.58,66.94
100,1764308247420,0.0000,4.0000,22.0000,254.60,254.60,240.00,66.98,67.08,66.36
100,1764308247491,0.0000,25.0000,54.0000,240.00,240.00,248.50,65.50,66.63,65.34
100,1764308247618,0.0000,30.0000,72.0000,248.50,248.50,213.80,65.45,64.56,62.92
100,1764308247768,0.0000,20.0000,51.0000,213.80,213.80,234.50,63.16,64.22,62.27
100,1764308247884,0.0000,23.0000,49.0000,234.50,234.50,245.80,62.27,61.75,62.94
100,1764308248001,0.0000,26.0000,54.0000,245.80,245.80,248.20,61.98,61.05,64.95
100,1764308248134,0.0000,1.0000,18.0000,248.20,248.20,248.20,65.09,65.13,63.33
100,1764308248198,0.0000,33.0000,64.0000,248.20,205.80,205.80,63.38,69.84,70.00
100,1764308248344,0.0000,31.0000,74.0000,204.60,204.60,206.70,68.14,84.23,82.33
100,1764308248497,0.0000,7.0000,24.0000,206.70,206.70,206.70,83.36,82.41,82.44
100,1764308248573,0.0000,34.0000,68.0000,206.70,222.70,225.30,82.47,81.67,80.81
100,1764308248727,0.0000,26.0000,64.0000,228.60,228.60,210.20,79.86,80.95,81.48
100,1764308248867,0.0000,6.0000,22.0000,210.20,210.20,210.20,80.53,79.55,78.95
100,1764308248941,0.0000,9.0000,33.0000,210.20,187.30,188.50,80.02,79.08,80.28
100,1764308249029,0.0000,30.0000,59.0000,188.50,188.50,213.80,79.42,79.63,78.72
100,1764308249168,0.0000,11.0000,37.0000,213.80,213.80,177.50,78.77,78.83,77.02
100,1764308249262,0.0000,30.0000,60.0000,177.50,177.50,214.40,77.17,77.22,75.55
100,1764308249402,0.0000,3.0000,22.0000,214.40,214.40,216.10,75.59,74.78,73.86
100,1764308249474,0.0000,17.0000,43.0000,188.40,188.40,188.40,74.94,73.97,71.58
100,1764308249579,0.0000,17.0000,40.0000,188.40,223.70,216.90,70.56,77.81,95.36
100,1764308249686,0.0000,12.0000,33.0000,216.90,208.70,167.40,95.41,94.45,93.92
100,1764308249774,0.0000,27.0000,64.0000,167.40,167.40,137.60,93.03,92.48,71.30
100,1764308249912,0.0000,8.0000,27.0000,137.60,137.60,125.80,68.30,67.41,61.09
100,1764308249992,0.0000,7.0000,26.0000,125.80,125.80,125.80,62.13,61.14,56.55
100,1764308250067,0.0000,19.0000,52.0000,125.80,101.40,101.40,56.55,56.67,69.77
100,1764308250187,0.0000,4.0000,20.0000,101.40,101.40,87.40,68.08,68.16,65.81
100,1764308250255,0.0000,8.0000,28.0000,87.40,87.40,87.40,64.98,66.00,60.56
100,1764308250335,0.0000,4.0000,21.0000,87.40,77.60,77.60,60.58,59.61,55.88
100,1764308250401,0.0000,27.0000,65.0000,77.60,77.60,84.10,55.92,62.72,57.56
100,1764308250539,0.0000,1.0000,15.0000,84.10,84.10,84.10,56.59,55.61,65.27
100,1764308250602,0.0000,22.0000,54.0000,74.70,74.70,74.70,65.30,64.58,56.81
100,1764308250725,0.0000,19.0000,52.0000,79.70,79.70,79.70,58.03,57.06,70.13
100,1764308250851,0.0000,17.0000,44.0000,82.60,82.60,82.60,69.14,68.59,57.28
100,1764308250961,0.0000,24.0000,63.0000,82.60,75.30,75.30,57.30,57.38,61.23
100,1764308251098,0.0000,16.0000,46.0000,74.30,72.40,72.40,62.27,61.27,62.44
100,1764308251214,0.0000,26.0000,64.0000,72.40,67.60,67.60,63.78,63.80,57.95
100,1764308251355,0.0000,30.0000,71.0000,71.30,71.30,86.90,57.98,58.02,64.59
100,1764308251512,0.0000,7.0000,26.0000,86.90,86.90,86.90,64.61,64.61,59.83
100,1764308251595,0.0000,14.0000,43.0000,84.00,70.10,70.10,59.86,58.09,69.11
